fold_name,fold_number,partition,id
1,1,test,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
1,1,test,srp_Myco.spec._CP000580
1,1,test,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
1,1,test,srp_Camp.jeju._CP000768
2,2,train,srp_Phyt.infe._CV911012
2,2,train,srp_Cyan.mero._AY286123
2,2,train,RNaseP_H.chlorum-partial
2,2,train,tmRNA_Jako.libe._TRW-143017_1-102
2,2,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
2,2,train,srp_Myco.spec._CP000580
2,2,train,16s_H.sapiens.mito_domain4
2,2,train,srp_Toxo.gond._CO743022
2,2,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
2,2,train,srp_Gynu.aura._SDB-109565
2,2,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
2,2,train,srp_Schi.pomb._AU010514
2,2,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
2,2,train,16s_C.elegans_domain4
2,2,train,srp_Camp.jeju._CP000768
2,2,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
2,2,train,srp_Pich.stip._CP000502
2,2,train,srp_Cyan.cald._AF022186
2,2,train,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
2,2,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
2,2,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
2,2,train,srp_Dich.nodo._CP000513
2,2,train,16s_C.reinhardtii.mito_domain4
2,2,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
2,2,valid,srp_Vibr.para._BA000031
2,2,test,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
3,3,train,16s_H.sapiens.mito_domain4
3,3,train,srp_Schi.pomb._AU010514
3,3,train,srp_Phyt.infe._CV911012
3,3,train,srp_Pich.stip._CP000502
3,3,train,srp_Vibr.para._BA000031
3,3,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
3,3,train,srp_Camp.jeju._CP000768
3,3,train,16s_C.reinhardtii.mito_domain4
3,3,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
3,3,train,srp_Gynu.aura._SDB-109565
3,3,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
3,3,train,srp_Cyan.mero._AY286123
3,3,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
3,3,train,16s_C.elegans_domain4
3,3,train,srp_Myco.spec._CP000580
3,3,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
3,3,train,srp_Dich.nodo._CP000513
3,3,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
3,3,train,tmRNA_Jako.libe._TRW-143017_1-102
3,3,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
3,3,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
3,3,valid,RNaseP_H.chlorum-partial
3,3,valid,srp_Cyan.cald._AF022186
3,3,valid,srp_Toxo.gond._CO743022
3,3,valid,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
3,3,test,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
4,4,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
4,4,train,16s_C.reinhardtii.mito_domain4
4,4,train,srp_Toxo.gond._CO743022
4,4,train,16s_C.elegans_domain4
4,4,train,srp_Phyt.infe._CV911012
4,4,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
4,4,train,srp_Dich.nodo._CP000513
4,4,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
4,4,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
4,4,train,srp_Cyan.cald._AF022186
4,4,train,srp_Gynu.aura._SDB-109565
4,4,train,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
4,4,train,srp_Schi.pomb._AU010514
4,4,train,RNaseP_H.chlorum-partial
4,4,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
4,4,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
4,4,train,srp_Myco.spec._CP000580
4,4,train,16s_H.sapiens.mito_domain4
4,4,train,srp_Pich.stip._CP000502
4,4,train,srp_Camp.jeju._CP000768
4,4,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
4,4,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
4,4,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
4,4,valid,tmRNA_Jako.libe._TRW-143017_1-102
4,4,valid,srp_Vibr.para._BA000031
4,4,valid,srp_Cyan.mero._AY286123
5,5,train,srp_Phyt.infe._CV911012
5,5,train,srp_Pich.stip._CP000502
5,5,train,srp_Vibr.para._BA000031
5,5,train,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
5,5,train,srp_Cyan.cald._AF022186
5,5,train,srp_Camp.jeju._CP000768
5,5,train,srp_Gynu.aura._SDB-109565
5,5,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
5,5,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
5,5,train,srp_Schi.pomb._AU010514
5,5,train,srp_Toxo.gond._CO743022
5,5,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
5,5,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
5,5,train,16s_H.sapiens.mito_domain4
5,5,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
5,5,train,16s_C.elegans_domain4
5,5,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
5,5,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
5,5,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
5,5,train,srp_Cyan.mero._AY286123
5,5,train,tmRNA_Jako.libe._TRW-143017_1-102
5,5,train,srp_Dich.nodo._CP000513
5,5,train,16s_C.reinhardtii.mito_domain4
5,5,valid,srp_Myco.spec._CP000580
5,5,test,RNaseP_H.chlorum-partial
5,5,test,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
6,6,train,srp_Dich.nodo._CP000513
6,6,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
6,6,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
6,6,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
6,6,train,srp_Cyan.mero._AY286123
6,6,train,srp_Pich.stip._CP000502
6,6,train,srp_Vibr.para._BA000031
6,6,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
6,6,train,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
6,6,train,srp_Cyan.cald._AF022186
6,6,train,16s_C.elegans_domain4
6,6,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
6,6,train,srp_Camp.jeju._CP000768
6,6,train,srp_Phyt.infe._CV911012
6,6,train,16s_C.reinhardtii.mito_domain4
6,6,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
6,6,train,srp_Toxo.gond._CO743022
6,6,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
6,6,train,RNaseP_H.chlorum-partial
6,6,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
6,6,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
6,6,valid,tmRNA_Jako.libe._TRW-143017_1-102
6,6,valid,srp_Gynu.aura._SDB-109565
6,6,valid,srp_Myco.spec._CP000580
6,6,test,16s_H.sapiens.mito_domain4
6,6,test,srp_Schi.pomb._AU010514
7,7,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
7,7,train,srp_Dich.nodo._CP000513
7,7,train,srp_Phyt.infe._CV911012
7,7,train,srp_Vibr.para._BA000031
7,7,train,16s_H.sapiens.mito_domain4
7,7,train,16s_C.reinhardtii.mito_domain4
7,7,train,srp_Schi.pomb._AU010514
7,7,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
7,7,train,srp_Gynu.aura._SDB-109565
7,7,train,srp_Camp.jeju._CP000768
7,7,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
7,7,train,srp_Cyan.mero._AY286123
7,7,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
7,7,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
7,7,train,srp_Myco.spec._CP000580
7,7,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
7,7,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
7,7,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
7,7,valid,RNaseP_H.chlorum-partial
7,7,valid,srp_Cyan.cald._AF022186
7,7,valid,srp_Toxo.gond._CO743022
7,7,valid,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
7,7,test,tmRNA_Jako.libe._TRW-143017_1-102
7,7,test,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
7,7,test,srp_Pich.stip._CP000502
7,7,test,16s_C.elegans_domain4
8,8,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
8,8,train,16s_H.sapiens.mito_domain4
8,8,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
8,8,train,srp_Phyt.infe._CV911012
8,8,train,srp_Pich.stip._CP000502
8,8,train,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
8,8,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
8,8,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
8,8,train,srp_Schi.pomb._AU010514
8,8,train,16s_C.elegans_domain4
8,8,train,srp_Myco.spec._CP000580
8,8,train,RNaseP_H.chlorum-partial
8,8,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
8,8,train,srp_Camp.jeju._CP000768
8,8,train,srp_Cyan.mero._AY286123
8,8,train,srp_Dich.nodo._CP000513
8,8,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
8,8,train,16s_C.reinhardtii.mito_domain4
8,8,train,tmRNA_Jako.libe._TRW-143017_1-102
8,8,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
8,8,valid,srp_Vibr.para._BA000031
8,8,valid,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
8,8,test,srp_Gynu.aura._SDB-109565
8,8,test,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
8,8,test,srp_Toxo.gond._CO743022
8,8,test,srp_Cyan.cald._AF022186
9,9,train,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
9,9,train,tRNA_tdbR00000282-Ascaris_suum-6253-Met-AU
9,9,train,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
9,9,train,srp_Phyt.infe._CV911012
9,9,train,srp_Pich.stip._CP000502
9,9,train,16s_H.sapiens.mito_domain4
9,9,train,tRNA_tdbR00000593-Ascaris_suum-6253-Trp-CA
9,9,train,srp_Dich.nodo._CP000513
9,9,train,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
9,9,train,srp_Schi.pomb._AU010514
9,9,train,srp_Gynu.aura._SDB-109565
9,9,train,RNaseP_H.chlorum-partial
9,9,train,srp_Camp.jeju._CP000768
9,9,train,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
9,9,train,srp_Cyan.mero._AY286123
9,9,train,srp_Myco.spec._CP000580
9,9,train,tRNA_tdbR00000395-Saccharomyces_cerevisiae-4932-Ser-GCU
9,9,train,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
9,9,valid,tmRNA_Jako.libe._TRW-143017_1-102
9,9,valid,srp_Toxo.gond._CO743022
9,9,valid,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
9,9,valid,srp_Cyan.cald._AF022186
9,9,valid,16s_C.elegans_domain4
9,9,test,tRNA_tdbR00000364-Ascaris_suum-6253-Arg-ACG
9,9,test,16s_C.reinhardtii.mito_domain4
9,9,test,srp_Vibr.para._BA000031
